Location	level	pack_id	card_seq	RuleCategory	Tags	trigger	base	translate	wordcategory	sentence_with_gap	Sentence_Eng	outcome (SM/NM/AM/NONE)	Target_word	WhyEng	WhyCym	RuleCat	frame_id	qa_status (Draft / Generated / Checked / Fixed)
public/data/			c000529	Subordinator		tasai	clywed	to hear	verb-noun	Tasai fo’n [ ] hyn, swn i’n chwerthin.		NONE	clywed	In tasai … yn … (spoken “if … were …”), the linking yn means the following verb-noun stays basic: clywed stays clywed.	Mewn tasai … yn … (llafar “if … were …”), mae’r yn cysylltu yn golygu bod y ferfenw yn aros yn sylfaenol: clywed yn aros yn clywed.			
public/data/			c000530	Subordinator		taswn	gwybod	to know	verb-noun	Taswn i’n [ ], byddwn i wedi helpu.		NONE	gwybod	With taswn i’n …, the linking yn means the verb-noun stays basic: gwybod stays gwybod.	Gyda taswn i’n …, mae’r yn cysylltu yn golygu bod y ferfenw yn aros yn sylfaenol: gwybod yn aros yn gwybod.			
public/data/			c000531	Subordinator		tase	dod	to come	verb-noun	Tase hi’n [ ] yn gynnar, âsem ni ar unwaith.		NONE	dod	In tase … yn …, the verb-noun after yn stays basic: dod stays dod.	Mewn tase … yn …, mae’r ferfenw ar ôl yn yn aros yn sylfaenol: dod yn aros yn dod.			
public/data/			c000532	Subordinator		tasen	cael	to get	verb-noun	Tasen ni’n [ ] mwy o amser, bydden ni’n gorffen heddiw.		NONE	cael	In tasen ni’n …, the linking yn keeps the verb-noun in its basic form: cael stays cael.	Mewn tasen ni’n …, mae’r yn cysylltu yn cadw’r ferfenw yn y ffurf sylfaenol: cael yn aros yn cael.			
public/data/			c000533	Subordinator		pe na	bai	were	verb	Pe na [ ] dim ots gen ti, arhoswn ni ychydig.		NONE	bai	pe na introduces a negative hypothetical clause, but it still does not cause mutation. The verb form is simply bai.	Mae pe na yn cyflwyno cymal dychmygol negyddol, ond nid yw’n achosi treiglad. Y ffurf ferfol yw bai.			
public/data/			c000534	Subordinator		pe na	byddai	would be	verb	Pe na [ ] e’n cytuno, byddai’n anodd.		NONE	byddai	pe na does not mutate the verb; byddai stays byddai.	Nid yw pe na yn treiglo’r ferf; byddai yn aros yn byddai.			
public/data/			c000535	Subordinator		pe	gallai	could	verb	Pe [ ] hi esbonio, byddai’n hawdd.		NONE	gallai	pe does not cause mutation; gallai stays gallai.	Nid yw pe yn achosi treiglad; gallai yn aros yn gallai.			
public/data/			c000536	Subordinator		pe	gallen	could (we)	verb	Pe [ ] ni dalu, byddai popeth yn iawn.		NONE	gallen	pe does not soften or change the following verb; gallen stays gallen.	Nid yw pe yn meddalu nac yn newid y ferf sy’n dilyn; gallen yn aros yn gallen.			
public/data/			c000537	Possessive	Possessive|Hers	ei	ysgol	school	noun-fem	Mae hi’n caru ei [ ] hi yn fawr.	She loves her school very much	AM	hysgol	With ei meaning “her”, if the next word starts with a vowel, standard Welsh often adds h- at the start: ysgol → hysgol.	Gyda ei sy’n golygu “her”, os yw’r gair nesaf yn dechrau gyda llafariad, mae Cymraeg safonol yn aml yn ychwanegu h-: ysgol → hysgol.			
public/data/			c000538	Possessive	Possessive|Ours	ein	enw	name	noun-masc	Beth yw ein [ ] ni ar y rhestr?		AM	henw	With ein (“our”), if the next word starts with a vowel, standard Welsh adds h-: enw → henw.	Gyda ein (“our”), os yw’r gair nesaf yn dechrau gyda llafariad, mae Cymraeg safonol yn ychwanegu h-: enw → henw.			
public/data/			c000539	Possessive	Possessive|Yours	eich	enw	name	noun-masc	Ysgrifennwch eich [ ] chi ar frig y dudalen.		NONE	enw	After eich (“your” plural/formal), standard Welsh does not add h- before vowel-starting words, so it stays eich enw.	Ar ôl eich (“your” lluosog/ffurfiol), nid yw Cymraeg safonol yn ychwanegu h- cyn gair sy’n dechrau gyda llafariad, felly mae’n aros yn eich enw.			
public/data/			c000540	Possessive	Possessive|Theirs	eu	arian	money	noun-masc	Maen nhw wedi colli eu [ ] nhw eto.		AM	harian	With eu (“their”), a following vowel-starting word often takes h- in standard Welsh: arian → harian.	Gyda eu (“their”), mae gair sy’n dechrau gyda llafariad yn aml yn cael h- yn y safon: arian → harian.			
public/data/			c000541	Possessive	Possessive|Hers	ei	oedran	age	noun-masc	Rhowch ei [ ] hi ar y ffurflen.	Give her age on the form	AM	hoedran	With ei (“her”) + a vowel-starting noun, add h-: oedran → hoedran.	Gyda ei (“her”) + enw sy’n dechrau gyda llafariad, ychwanegwch h-: oedran → hoedran.			
public/data/			c000542	Possessive	Possessive|Ours	ein	amser	time	noun-masc	Rydyn ni’n gwerthfawrogi ein [ ] ni.		AM	hamser	With ein (“our”) + a vowel-starting noun, add h-: amser → hamser.	Gyda ein (“our”) + enw sy’n dechrau gyda llafariad, ychwanegwch h-: amser → hamser.			
public/data/			c000543	Possessive	Possessive|Theirs	eu	enwau	names	noun-pl	Rhowch y rhestr gyda’u [ ] nhw isod.		AM	henwau	With eu (“their”) + a vowel-starting noun, add h- in standard Welsh: enwau → henwau.	Gyda eu (“their”) + enw sy’n dechrau gyda llafariad, ychwanegwch h- yn y safon: enwau → henwau.			
public/data/			c000544	Possessive	Possessive|Yours	eich	ysgol	school	noun-fem	Ble mae eich [ ] chi heddiw?		NONE	ysgol	After eich, standard Welsh does not add h- before vowel-starting words, so it stays eich ysgol.	Ar ôl eich, nid yw’r safon yn ychwanegu h- cyn gair sy’n dechrau gyda llafariad, felly mae’n aros yn eich ysgol.			
public/data/			c000545	Possessive	Possessive|Hers	ei	addysg	education	noun-fem	Mae hi’n parhau ei [ ] hi yn y brifysgol.	She continues her education in university	AM	haddysg	With ei (“her”) + a vowel-starting noun, add h-: addysg → haddysg.	Gyda ei (“her”) + enw sy’n dechrau gyda llafariad, ychwanegwch h-: addysg → haddysg.			
public/data/			c000546	Possessive	Possessive|Hers	ei	car	car	noun-masc	Bu damwain i ei [ ] hi ddoe.	Her car had an accident yesterday	AM	char	With ei meaning “her”, words starting with c/p/t take aspirate mutation: c→ch, so car → char.	Gyda ei sy’n golygu “her”, mae geiriau sy’n dechrau gyda c/p/t yn cael treiglad llaes: c→ch, felly car → char.			
public/data/			c000547	Possessive	Possessive|Hers	ei	tŷ	house	noun-masc	Prynodd hi ei [ ] hi llynedd.	She bought her house last year	AM	thŷ	With ei (“her”), initial t takes aspirate mutation: t→th, so tŷ → thŷ.	Gyda ei (“her”), mae t ar ddechrau’r gair yn cael treiglad llaes: t→th, felly tŷ → thŷ.			
public/data/			c000548	Possessive	Possessive|Hers	ei	papur	paper	noun-masc	Gwelais i ei [ ] hi ar y bwrdd.	I saw her paper on the table	AM	phapur	With ei (“her”), initial p takes aspirate mutation: p→ph, so papur → phapur.	Gyda ei (“her”), mae p ar ddechrau’r gair yn cael treiglad llaes: p→ph, felly papur → phapur.			
public/data/			c000549	Possessive	Possessive|His	ei	enw	name	noun-masc	Beth yw ei [ ] e?		NONE	enw	ei (“his”) would soften consonants, but this word starts with a vowel, so there is no visible change and no h- is added: ei enw e.	Byddai ei (“his”) yn treiglo cytseiniaid yn feddal, ond mae’r gair yn dechrau gyda llafariad, felly does dim newid gweledol ac nid oes h-: ei enw e.			
public/data/			c000550	Possessive	Possessive|Hers	ei	ôl	after/behind	noun-masc	Cerddodd pawb ar ei [ ] hi.		AM	hôl	In ar ei ôl hi (“after her”), ei (her) is used, and because the next word starts with a vowel, standard Welsh adds h-: ôl → hôl.	Yn ar ei hôl hi (“after her”), defnyddir ei (her), ac oherwydd bod y gair nesaf yn dechrau gyda llafariad, mae Cymraeg safonol yn ychwanegu h-: ôl → hôl.			
public/data/			c000551	Possessive	Possessive|Ours	ein	ymyl	side / edge	noun-masc	Roedden nhw wrth ein [ ] ni trwy’r cyfarfod.		AM	hymyl	In compound phrases like wrth ein … ni, ein (“our”) can add h- before a vowel-starting word, so ymyl → hymyl.	Mewn ymadroddion cyfansawdd fel wrth ein … ni, gall ein (“our”) ychwanegu h- o flaen gair sy’n dechrau gyda llafariad, felly ymyl → hymyl.			
public/data/			c000553	Possessive	Possessive|Ours	ein	enw	name	noun-masc	Beth yw ein [ ] ni ar y rhestr?		AM	henw	With ein (“our”), a following vowel-starting noun often takes h- in standard Welsh: enw → henw.	Gyda ein (“our”), mae enw sy’n dechrau gyda llafariad yn aml yn cael h- yn y safon: enw → henw.			
public/data/			c000554	Possessive	Possessive|Yours	eich	enw	name	noun-masc	Ysgrifennwch eich [ ] chi ar frig y dudalen.		NONE	enw	After eich (“your” plural/formal), standard Welsh does not add h-, so it stays eich enw.	Ar ôl eich (“your” lluosog/ffurfiol), nid yw Cymraeg safonol yn ychwanegu h-, felly mae’n aros yn eich enw.			
public/data/			c000555	Possessive	Possessive|Theirs	eu	arian	money	noun-masc	Maen nhw wedi colli eu [ ] nhw eto.		AM	harian	With eu (“their”), a following vowel-starting noun often takes h- in standard Welsh: arian → harian.	Gyda eu (“their”), mae enw sy’n dechrau gyda llafariad yn aml yn cael h- yn y safon: arian → harian.			
public/data/			c000557	Possessive	Possessive|Ours	ein	amser	time	noun-masc	Rydyn ni’n gwerthfawrogi ein [ ] ni.		AM	hamser	With ein (“our”), add h- before a vowel-starting noun in the standard language: amser → hamser.	Gyda ein (“our”), ychwanegwch h- cyn enw sy’n dechrau gyda llafariad yn y safon: amser → hamser.			
public/data/			c000558	Possessive	Possessive|Theirs	eu	enwau	names	noun-pl	Rhowch y rhestr gyda’u [ ] nhw isod.		AM	henwau	With eu (“their”), add h- before a vowel-starting noun in the standard language: enwau → henwau.	Gyda eu (“their”), ychwanegwch h- cyn enw sy’n dechrau gyda llafariad yn y safon: enwau → henwau.			
public/data/			c000559	Possessive	Possessive|Yours	eich	ysgol	school	noun-fem	Ble mae eich [ ] chi heddiw?		NONE	ysgol	After eich, standard Welsh does not add h-, so it stays eich ysgol.	Ar ôl eich, nid yw Cymraeg safonol yn ychwanegu h-, felly mae’n aros yn eich ysgol.			
public/data/			c000564	Possessive	Possessive|His	ei	enw	name	noun-masc	Beth yw ei [ ] e?		NONE	enw	ei meaning “his” affects consonants, but this word starts with a vowel, so there is no visible change and no h-: ei enw.	Mae ei sy’n golygu “his” yn effeithio ar gytseiniaid, ond mae’r gair yn dechrau gyda llafariad, felly dim newid gweledol ac dim h-: ei enw.			
public/data/			c000565	Possessive	Possessive|Hers	ei	ôl	after / behind	noun-masc	Cerddodd pawb ar ei [ ] hi.		AM	hôl	In ar ei hôl hi (“after her”), ei meaning “her” can add h- before a vowel-starting word: ôl → hôl.	Yn ar ei hôl hi (“after her”), gall ei sy’n golygu “her” ychwanegu h- cyn gair sy’n dechrau gyda llafariad: ôl → hôl.			
public/data/			c000566	Possessive	Possessive|Ours	ein	ymyl	side / edge	noun-masc	Roedden nhw wrth ein [ ] ni trwy’r cyfarfod.		AM	hymyl	ein can add h- before a vowel-starting word in this compound phrase, so ymyl → hymyl.	Gall ein ychwanegu h- cyn gair sy’n dechrau gyda llafariad yn yr ymadrodd cyfansawdd hwn, felly ymyl → hymyl.			
public/data/			c000567	TimeExpressions		nos	Mawrth	Tuesday	day	Wela i chdi Nos [ ], ta?		SM	Fawrth	In time phrases Nos + day-name (“on … night”), the day-name usually takes soft mutation where possible: Mawrth → Fawrth (m→f).	Mewn ymadroddion amser Nos + enw diwrnod (“nos …”), mae enw’r diwrnod fel arfer yn cael treiglad meddal lle bo modd: Mawrth → Fawrth (m→f).			
public/data/			c000568	TimeExpressions		nos	Mawrth	Tuesday	day	Mae’r dosbarth ar Nos [ ] am chwech.		SM	Fawrth	Nos + day-name triggers soft mutation where possible: Mawrth → Fawrth.	Mae Nos + enw diwrnod yn achosi treiglad meddal lle bo modd: Mawrth → Fawrth.			
public/data/			c000569	TimeExpressions		nos	Mercher	Wednesday	day	Mae cyfarfod pwyllgor Nos [ ] bob wythnos.		SM	Fercher	After Nos, the day-name soft-mutates where possible: Mercher → Fercher (m→f).	Ar ôl Nos, mae enw’r diwrnod yn treiglo’n feddal lle bo modd: Mercher → Fercher (m→f).			
public/data/			c000570	TimeExpressions		nos	Mercher	Wednesday	day	Ga i fynd allan Nos [ ]?		SM	Fercher	Nos + day-name: soft mutation applies where possible, so Mercher → Fercher.	Nos + enw diwrnod: treiglad meddal lle bo modd, felly Mercher → Fercher.			
public/data/			c000571	TimeExpressions		nos	Gwener	Friday	day	Mae gêm fawr Nos [ ] ar y cae.		SM	Wener	After Nos, g- disappears in soft mutation: Gwener → Wener.	Ar ôl Nos, mae g- yn diflannu gyda threiglad meddal: Gwener → Wener.			
public/data/			c000572	TimeExpressions		nos	Gwener	Friday	day	Wnest ti weithio Nos [ ] y tro diwethaf?		SM	Wener	Nos + day-name causes soft mutation; with g- the g disappears: Gwener → Wener.	Mae Nos + enw diwrnod yn achosi treiglad meddal; gyda g- mae’r g yn diflannu: Gwener → Wener.			
public/data/			c000573	TimeExpressions		nos	Llun	Monday	day	Rydyn ni’n ymarfer Nos [ ] erbyn saith.		SM	Lun	After Nos, ll- becomes l- in soft mutation: Llun → Lun.	Ar ôl Nos, mae ll- yn troi’n l- gyda threiglad meddal: Llun → Lun.			
public/data/			c000574	TimeExpressions		nos	Llun	Monday	day	Cyfarfod tîm Nos [ ] – dewch yn brydlon.		SM	Lun	Nos + day-name: soft mutation where possible, so Llun → Lun (ll→l).	Nos + enw diwrnod: treiglad meddal lle bo modd, felly Llun → Lun (ll→l).			
public/data/			c000575	TimeExpressions		nos	Iau	Thursday	day	Galwad Zoom Nos [ ] am wyth.		NONE	Iau	The pattern is still Nos + day-name, but Iau starts with a vowel, so there is no visible change.	Mae’r patrwm yn dal i fod yn Nos + enw diwrnod, ond mae Iau yn dechrau gyda llafariad, felly dim newid gweledol.			
public/data/			c000576	TimeExpressions		nos	Iau	Thursday	day	Mae’n dawelach yn y dref Nos [ ].		NONE	Iau	Vowel-starting day-name: soft mutation can’t show on a vowel, so Iau stays Iau.	Enw diwrnod sy’n dechrau gyda llafariad: ni all treiglad meddal ymddangos, felly mae Iau yn aros yn Iau.			
public/data/			c000577	TimeExpressions		nos	Sadwrn	Saturday	day	A fydd Nos [ ] am naw yn gyfleus i ti?		NONE	Sadwrn	Nos + day-name is the pattern, but s- does not change in soft mutation, so Sadwrn stays Sadwrn.	Nos + enw diwrnod yw’r patrwm, ond nid yw s- yn newid gyda threiglad meddal, felly mae Sadwrn yn aros yn Sadwrn.			
public/data/			c000578	TimeExpressions		nos	Sadwrn	Saturday	day	Arhoswn adref Nos [ ] os yw’n bwrw glaw.		NONE	Sadwrn	Same pattern: s- is unchanged, so Sadwrn stays Sadwrn.	Yr un patrwm: nid yw s- yn newid, felly mae Sadwrn yn aros yn Sadwrn.			
public/data/			c000579	TimeExpressions		nos	Sul	Sunday	day	Gwasanaeth arbennig Nos [ ] yn y capel.		NONE	Sul	Sul begins with s-, which doesn’t change in soft mutation, so it stays Sul after Nos.	Mae Sul yn dechrau gyda s-, ac nid yw hynny’n newid gyda threiglad meddal, felly mae’n aros yn Sul ar ôl Nos.			
public/data/			c000580	TimeExpressions		nos	Sul	Sunday	day	Mae ffilm dda Nos [ ] ar S4C.		NONE	Sul	Same reason: s- does not change, so Sul stays Sul.	Yr un rheswm: nid yw s- yn newid, felly mae Sul yn aros yn Sul.			
public/data/			c000581	Determiner		rhyw	dyn	man	noun-masc	Gwelais i rhyw [ ] yn aros wrth y drws.		SM	ddyn	rhyw (“some / a certain”) before a noun causes soft mutation: dyn → ddyn (d→dd).	Mae rhyw (“some / a certain”) o flaen enw yn achosi treiglad meddal: dyn → ddyn (d→dd).			
public/data/			c000582	Determiner		rhyw	merch	girl	noun-fem	Roedd rhyw [ ] yn prysur ger y swyddfa.		SM	ferch	After rhyw, the noun soft-mutates: merch → ferch (m→f).	Ar ôl rhyw, mae’r enw yn treiglo’n feddal: merch → ferch (m→f).			
public/data/			c000583	Determiner		rhyw	ci	dog	noun-masc	Mae rhyw [ ] yn cyfarth y tu allan.		SM	gi	After rhyw, soft mutation applies: ci → gi (c→g).	Ar ôl rhyw, mae treiglad meddal: ci → gi (c→g).			
public/data/			c000584	Determiner		rhyw	cath	cat	noun-fem	Clywais sŵn rhyw [ ] y tu ôl i’r garej.		SM	gath	After rhyw, soft mutation applies: cath → gath (c→g).	Ar ôl rhyw, mae treiglad meddal: cath → gath (c→g).			
public/data/			c000585	Determiner		rhyw	person	person	noun-masc	Gofynnodd rhyw [ ] gwestiwn anodd.		SM	berson	After rhyw, soft mutation applies: person → berson (p→b).	Ar ôl rhyw, mae treiglad meddal: person → berson (p→b).			
public/data/			c000586	Determiner		rhyw	dinas	city	noun-fem	Roedden nhw’n siarad am rhyw [ ] yn y Baltig.		SM	ddinas	After rhyw, soft mutation applies: dinas → ddinas (d→dd).	Ar ôl rhyw, mae treiglad meddal: dinas → ddinas (d→dd).			
public/data/			c000587	Determiner		rhyw	ardal	area	noun-fem	Symudon ni i rhyw [ ] ger y môr.		NONE	ardal	The noun starts with a vowel, so soft mutation shows no visible change: rhyw ardal.	Mae’r enw’n dechrau gyda llafariad, felly dim newid gweledol: rhyw ardal.			
public/data/			c000588	Determiner		rhyw	swyddog	officer	noun-masc	Ymunodd rhyw [ ] â’r drafodaeth.		NONE	swyddog	s- does not change in soft mutation, so swyddog stays swyddog after rhyw.	Nid yw s- yn newid gyda threiglad meddal, felly mae swyddog yn aros yn swyddog ar ôl rhyw.			
public/data/			c000589	Determiner		rhyw	llyfr	book	noun-masc	Roedd gen i ryw [ ] yn y bag.		SM	lyfr	After rhyw, soft mutation applies: llyfr → lyfr (ll→l).	Ar ôl rhyw, mae treiglad meddal: llyfr → lyfr (ll→l).			
public/data/			c000590	Determiner		rhyw	rheswm	reason	noun-masc	Mae rhyw [ ] dros y newid.		SM	reswm	After rhyw, soft mutation applies: rheswm → reswm (rh→r).	Ar ôl rhyw, mae treiglad meddal: rheswm → reswm (rh→r).			
public/data/			c000591	Determiner		rhyw	cariad	love / partner	noun-masc	Cyfarfûm â rhyw [ ] newydd.		SM	gariad	After rhyw, soft mutation applies: cariad → gariad (c→g).	Ar ôl rhyw, mae treiglad meddal: cariad → gariad (c→g).			
public/data/			c000592	Determiner		rhyw	gwraig	woman / wife	noun-fem	Siaradon ni â rhyw [ ] o Lanelli.		SM	wraig	After rhyw, soft mutation applies; with g-, the g disappears: gwraig → wraig.	Ar ôl rhyw, mae treiglad meddal; gyda g-, mae’r g yn diflannu: gwraig → wraig.			
public/data/			c000593	Determiner		rhyw	gair	word	noun-masc	Dw i angen rhyw [ ] o gyngor.		SM	air	After rhyw, soft mutation applies; with g-, the g disappears: gair → air.	Ar ôl rhyw, mae treiglad meddal; gyda g-, mae’r g yn diflannu: gair → air.			
public/data/			c000594	Determiner		rhyw	cwmni	company	noun-masc	Daeth rhyw [ ] i gynnig noddi.		SM	gwmni	After rhyw, soft mutation applies: cwmni → gwmni (c→g).	Ar ôl rhyw, mae treiglad meddal: cwmni → gwmni (c→g).			
public/data/			c000595	Determiner		rhyw	brawddeg	sentence	noun-fem	Ysgrifennwch ryw [ ] i grynhoi’r prif bwyntiau.		SM	frawddeg	After rhyw, soft mutation applies: brawddeg → frawddeg (b→f).	Ar ôl rhyw, mae treiglad meddal: brawddeg → frawddeg (b→f).			
public/data/			c000596	Determiner		rhyw	mam	mother	noun-fem	Roedd rhyw [ ] yn chwilio am y plentyn.		SM	fam	After rhyw, soft mutation applies: mam → fam (m→f).	Ar ôl rhyw, mae treiglad meddal: mam → fam (m→f).			
public/data/			c000597	Determiner		rhyw	papur	paper	noun-masc	Chwiliwch am ryw [ ] gyda’r teitl.		SM	bapur	After rhyw, soft mutation applies: papur → bapur (p→b).	Ar ôl rhyw, mae treiglad meddal: papur → bapur (p→b).			
public/data/			c000598	Determiner		rhyw	dogfen	document	noun-fem	Collon ni ryw [ ] bwysig.		SM	ddogfen	After rhyw, soft mutation applies: dogfen → ddogfen (d→dd).	Ar ôl rhyw, mae treiglad meddal: dogfen → ddogfen (d→dd).			
public/data/			c000599	Determiner		rhyw	lle	place	noun-masc	Chwiliwch am ryw [ ] tawel i weithio.		SM	le	After rhyw, soft mutation applies: lle → le (ll→l).	Ar ôl rhyw, mae treiglad meddal: lle → le (ll→l).			
public/data/			c000600	Determiner		rhyw	siop	shop	noun-fem	Gad i ni alw heibio rhyw [ ] cyn mynd adref.		NONE	siop	s- does not change in soft mutation, so siop stays siop after rhyw.	Nid yw s- yn newid gyda threiglad meddal, felly mae siop yn aros yn siop ar ôl rhyw.			
public/data/			c000601	Determiner		rhyw	math	kind / type	noun-masc	Mae angen rhyw [ ] o esboniad cliriach.		SM	fath	The determiner rhyw (“some/a certain”) causes soft mutation on the noun that follows. Here math becomes fath (m→f), as in the very common phrase rhyw fath o….	Mae’r pennod rhyw (“some/a certain”) yn achosi treiglad meddal ar yr enw sy’n dilyn. Yma mae math yn dod yn fath (m→f), fel yn yr ymadrodd cyffredin rhyw fath o….			
public/data/			c000602	Determiner		rhyw	gwers	lesson	noun-fem	Cafodd y plant ryw [ ] ychwanegol heddiw.		SM	wers	After rhyw, soft mutation applies; when a word starts with g-, the g drops, so gwers → wers.	Ar ôl rhyw, mae treiglad meddal; pan fo gair yn dechrau gyda g-, mae’r g yn diflannu, felly gwers → wers.			
public/data/			c000603	Determiner		rhyw	taith	trip / journey	noun-fem	Awn ni ar ryw [ ] yfory os bydd amser.		SM	daith	rhyw causes soft mutation on the next noun: taith → daith (t→d).	Mae rhyw yn achosi treiglad meddal ar yr enw nesaf: taith → daith (t→d).			
public/data/			c000604	Determiner		rhyw	pont	bridge	noun-fem	Cafodd ryw [ ] ei chau dros dro.		SM	bont	rhyw causes soft mutation: pont → bont (p→b).	Mae rhyw yn achosi treiglad meddal: pont → bont (p→b).			
public/data/			c000605	Determiner		rhyw	canlyniad	result / outcome	noun-masc	Cafwyd ryw [ ] annisgwyl ar y diwedd.		SM	ganlyniad	The determiner rhyw soft-mutates the noun it comes before: canlyniad → ganlyniad (c→g).	Mae’r pennod rhyw yn treiglo’r enw sy’n ei ddilyn: canlyniad → ganlyniad (c→g).			
public/data/			c000606	Complement		rhaid	mynd	to go	verb-noun	Rhaid i fi [ ] nawr.		SM	fynd	In the pattern Rhaid i … + action word, the action word starts with soft mutation: mynd → fynd. This comes from the whole rhaid i… pattern, not from two words touching.	Yn y patrwm Rhaid i … + gair gweithredu, mae’r gair gweithredu yn dechrau gyda threiglad meddal: mynd → fynd. Daw hyn o’r patrwm rhaid i…, nid o eiriau’n cyffwrdd.			
public/data/			c000607	Complement		rhaid	cadw	to keep	verb-noun	Rhaid i ti bob amser [ ] at y rheolau.		SM	gadw	Rhaid i … makes the following action word soften at the start, even with extra words in between: cadw → gadw (c→g).	Mae Rhaid i … yn gwneud i’r gair gweithredu dreiglo’n feddal, hyd yn oed os oes geiriau ychwanegol rhyngddynt: cadw → gadw (c→g).			
public/data/			c000608	Complement		rhaid	dod	to come	verb-noun	Rhaid iddo fe [ ] cyn naw.		SM	ddod	Rhaid i … triggers soft mutation on the action word: dod → ddod (d→dd).	Mae Rhaid i … yn achosi treiglad meddal ar y gair gweithredu: dod → ddod (d→dd).			
public/data/			c000609	Complement		rhaid	gweld	to see	verb-noun	Rhaid iddi hi [ ] y canlyniadau heddiw.		SM	weld	With Rhaid i …, soft mutation applies; for words starting with g-, the g drops, so gweld → weld.	Gyda Rhaid i …, mae treiglad meddal; i eiriau sy’n dechrau gyda g-, mae’r g yn diflannu, felly gweld → weld.			
public/data/			c000610	Complement		rhaid	dweud	to say	verb-noun	Rhaid i ni byth [ ] celwydd.		SM	ddweud	Extra words like byth don’t cancel it: Rhaid i … still soft-mutates the action word dweud → ddweud (d→dd).	Nid yw geiriau fel byth yn ei atal: mae Rhaid i … dal yn achosi treiglad meddal ar dweud → ddweud (d→dd).			
public/data/			c000611	Complement		rhaid	cefnogi	to support	verb-noun	Rhaid i chi o hyd [ ] ’r tîm lleol.		SM	gefnogi	Even with o hyd in between, Rhaid i … still soft-mutates the action word: cefnogi → gefnogi (c→g).	Hyd yn oed gyda o hyd rhyngddynt, mae Rhaid i … yn dal i dreiglo’r gair gweithredu: cefnogi → gefnogi (c→g).			
public/data/			c000612	Complement		rhaid	prynu	to buy	verb-noun	Rhaid iddyn nhw [ ] docynnau ymlaen llaw.		SM	brynu	Rhaid i … soft-mutates the action word: prynu → brynu (p→b).	Mae Rhaid i … yn treiglo’r gair gweithredu’n feddal: prynu → brynu (p→b).			
public/data/			c000613	Complement		rhaid	talu	to pay	verb-noun	Rhaid i fi [ ] heddiw.		SM	dalu	Rhaid i … causes soft mutation: talu → dalu (t→d).	Mae Rhaid i … yn achosi treiglad meddal: talu → dalu (t→d).			
public/data/			c000614	Complement		rhaid	gwrthod	to refuse	verb-noun	Rhaid i ti ddim [ ] y cynnig.		SM	wrthod	In the Rhaid i … pattern the action word soft-mutates; with g-, the g drops, so gwrthod → wrthod.	Yn y patrwm Rhaid i …, mae’r gair gweithredu yn treiglo’n feddal; gyda g-, mae’r g yn diflannu, felly gwrthod → wrthod.			
public/data/			c000615	Complement		rhaid	gofyn	to ask	verb-noun	Rhaid iddo fe yn gyntaf [ ] am ganiatâd.		SM	ofyn	Rhaid i … still applies even with yn gyntaf inserted. Since the verb starts with g-, the g drops: gofyn → ofyn.	Mae Rhaid i … yn dal i weithredu hyd yn oed gyda yn gyntaf. Gan fod y ferf yn dechrau gyda g-, mae’r g yn diflannu: gofyn → ofyn.			
public/data/			c000616	Complement		rhaid	dechrau	to start	verb-noun	Rhaid iddi hi cyn bo hir [ ] ar y prosiect.		SM	ddechrau	Rhaid i … soft-mutates the action word: dechrau → ddechrau (d→dd), even with an extra phrase in between.	Mae Rhaid i … yn treiglo’r gair gweithredu’n feddal: dechrau → ddechrau (d→dd), hyd yn oed gyda ymadrodd ychwanegol rhyngddynt.			
public/data/			c000617	Complement		rhaid	parhau	to continue	verb-noun	Rhaid i ni hyd yn oed [ ] pan mae’n anodd.		SM	barhau	Rhaid i … causes soft mutation on the action word: parhau → barhau (p→b).	Mae Rhaid i … yn achosi treiglad meddal ar y gair gweithredu: parhau → barhau (p→b).			
public/data/			c000618	Complement		rhaid	credu	to believe	verb-noun	Rhaid i chi bron iawn [ ] bod hyn yn wir.		SM	gredu	Rhaid i … soft-mutates the action word: credu → gredu (c→g), even with “filler” words like bron iawn.	Mae Rhaid i … yn treiglo’r gair gweithredu’n feddal: credu → gredu (c→g), hyd yn oed gyda geiriau “llenwi” fel bron iawn.			
public/data/			c000619	Complement		rhaid	cyrraedd	to arrive	verb-noun	Rhaid iddyn nhw yn y diwedd [ ] erbyn pump.		SM	gyrraedd	Extra words don’t switch it off: Rhaid i … still soft-mutates cyrraedd → gyrraedd (c→g).	Nid yw geiriau ychwanegol yn ei ddiffodd: mae Rhaid i … yn dal i dreiglo cyrraedd → gyrraedd (c→g).			
public/data/			c000620	Complement		rhaid	gwneud	to do / make	verb-noun	Rhaid i fi [ ] hynny heddiw.		SM	wneud	With Rhaid i …, soft mutation applies; with g- the g drops, so gwneud → wneud.	Gyda Rhaid i …, mae treiglad meddal; gyda g- mae’r g yn diflannu, felly gwneud → wneud.			
public/data/			c000621	Complement		rhaid	darllen	to read	verb-noun	Rhaid i ti [ ] y termau cyn llofnodi.		SM	ddarllen	Rhaid i … causes soft mutation: darllen → ddarllen (d→dd).	Mae Rhaid i … yn achosi treiglad meddal: darllen → ddarllen (d→dd).			
public/data/			c000622	Complement		rhaid	rhoi	to give	verb-noun	Rhaid iddo fe [ ] ’r docyn i’r swyddfa.		SM	roi	Rhaid i … soft-mutates the action word. Here rh- becomes r-, so rhoi → roi.	Mae Rhaid i … yn treiglo’r gair gweithredu’n feddal. Yma mae rh- yn dod yn r-, felly rhoi → roi.			
