pack_id	card_seq	base	translate	wordcategory	sentence_with_gap	Sentence_Eng	trigger	outcome (SM/NM/AM/NONE)	Target_word	WhyEng	WhyCym	RuleCat	frame_id	qa_status (Draft / Generated / Checked / Fixed)
myn-de-p01-places	M-D-00131	Glynebwy	Ebbw Vale	PlaceName	Dw i’n byw yng [ ].	I live in Ebbw Vale	yng	NM	Nglynebwy	"The preposition “yn” (“in”) normally causes a nasal mutation on the word that follows it. With nasal mutation, C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar y gair sy’n ei ddilyn. Gyda’r treiglad trwynol, mae C yn mynd yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00132	Glynebwy	Ebbw Vale	PlaceName	Dw i’n mynd i [ ].	I am going to Ebbw Vale	i	SM	Lynebwy	"The preposition “i” (“to”) normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. These changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F. "		myn-de-u01-f016	Generated
myn-de-p01-places	M-D-00133	Abergwaun	Fishguard	PlaceName	Dw i’n dod o [ ].	I come from Fishguard	o	NONE	Abergwaun	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00134	Abergwaun	Fishguard	PlaceName	Dw i’n dod o [ ] yn wreiddiol.	I come from Fishguard originally	o	NONE	Abergwaun	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Generated
myn-de-p01-places	M-D-00135	Abergwaun	Fishguard	PlaceName	Dw i’n byw yn [ ].	I live in Fishguard	yn	NONE	Abergwaun	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00136	Abergwaun	Fishguard	PlaceName	Dw i’n mynd i [ ].	I am going to Fishguard	i	NONE	Abergwaun	"The preposition ""i"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Generated
myn-de-p01-places	M-D-00137	Y Fflint	Flint	PlaceName	Dw i’n dod o’r [ ].	I come from Flint	o’r	NONE	Fflint	"The prepositions ""i"" and ""o"" normally causes a soft mutation on Welsh names that follow it. However, mutations are blocked by the definite article"	Mae’r arddodiaid “i” ac “o” fel arfer yn rhoi treiglad meddal ar enwau Cymraeg sy’n dod ar eu hôl. Ond mae’r fannod bendant yn rhwystro’r treiglad			Generated
myn-de-p01-places	M-D-00138	Y Fflint	Flint	PlaceName	Dw i’n dod o’r [ ] yn wreiddiol.	I come from Flint originally	o’r	NONE	Fflint	"The prepositions ""i"" and ""o"" normally causes a soft mutation on Welsh names that follow it. However, mutations are blocked by the definite article"	Mae’r arddodiaid “i” ac “o” fel arfer yn rhoi treiglad meddal ar enwau Cymraeg sy’n dod ar eu hôl. Ond mae’r fannod bendant yn rhwystro’r treiglad			Generated
myn-de-p01-places	M-D-00139	Y Fflint	Flint	PlaceName	Dw i’n byw yn y [ ].	I live in Flint	yn	NONE	y Fflint	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00140	Y Fflint	Flint	PlaceName	Dw i’n mynd i’r [ ].	I am going to Flint	i’r	NONE	Fflint	"The prepositions ""i"" and ""o"" normally causes a soft mutation on Welsh names that follow it. However, mutations are blocked by the definite article"	Mae’r arddodiaid “i” ac “o” fel arfer yn rhoi treiglad meddal ar enwau Cymraeg sy’n dod ar eu hôl. Ond mae’r fannod bendant yn rhwystro’r treiglad			Generated
myn-de-p01-places	M-D-00141	Glyn-nedd	Glynneath	PlaceName	Dw i’n dod o [ ].	I come from Glynneath	o	SM	Lyn-nedd	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00142	Glyn-nedd	Glynneath	PlaceName	Dw i’n dod o [ ] yn wreiddiol.	I come from Glynneath originally	o	SM	Lyn-nedd	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00143	Glyn-nedd	Glynneath	PlaceName	Dw i’n byw yng [ ].	I live in Glynneath	yng	NM	Nglyn-nedd	"The preposition “yn” (“in”) normally causes a nasal mutation on the word that follows it. With nasal mutation, C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar y gair sy’n ei ddilyn. Gyda’r treiglad trwynol, mae C yn mynd yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00144	Glyn-nedd	Glynneath	PlaceName	Dw i’n mynd i [ ].	I am going to Glynneath	i	SM	Lyn-nedd	"The preposition “i” (“to”) normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. These changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F. "		myn-de-u01-f016	Generated
myn-de-p01-places	M-D-00145	Wdig	Goodwick	PlaceName	Dw i’n dod o [ ].	I come from Goodwick	o	NONE	Wdig	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00146	Wdig	Goodwick	PlaceName	Dw i’n dod o [ ] yn wreiddiol.	I come from Goodwick originally	o	NONE	Wdig	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Generated
myn-de-p01-places	M-D-00147	Wdig	Goodwick	PlaceName	Dw i’n byw yn [ ].	I live in Goodwick	yn	NONE	Wdig	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00148	Wdig	Goodwick	PlaceName	Dw i’n mynd i [ ].	I am going to Goodwick	i	NONE	Wdig	"The preposition ""i"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Generated
myn-de-p01-places	M-D-00149	Hwlffordd	Haverfordwest	PlaceName	Dw i’n dod o [ ].	I come from Haverfordwest	o	NONE	Hwlffordd	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00150	Hwlffordd	Haverfordwest	PlaceName	Dw i’n dod o [ ] yn wreiddiol.	I come from Haverfordwest originally	o	NONE	Hwlffordd	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Generated
myn-de-p01-places	M-D-00151	Hwlffordd	Haverfordwest	PlaceName	Dw i’n byw yn [ ].	I live in Haverfordwest	yn	NONE	Hwlffordd	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00152	Hwlffordd	Haverfordwest	PlaceName	Dw i’n mynd i [ ].	I am going to Haverfordwest	i	NONE	Hwlffordd	"The preposition ""i"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Generated
myn-de-p01-places	M-D-00153	Y Gelli Gandryll	Haye-on-Wye	PlaceName	Dw i’n dod o’r [ ].	I come from Haye-on-Wye	o’r	NONE	Gelli Gandryll	"The prepositions ""i"" and ""o"" normally causes a soft mutation on Welsh names that follow it. However, mutations are blocked by the definite article"	Mae’r arddodiaid “i” ac “o” fel arfer yn rhoi treiglad meddal ar enwau Cymraeg sy’n dod ar eu hôl. Ond mae’r fannod bendant yn rhwystro’r treiglad			Generated
myn-de-p01-places	M-D-00154	Y Gelli Gandryll	Haye-on-Wye	PlaceName	Dw i’n dod o’r [ ] yn wreiddiol.	I come from Haye-on-Wye originally	o’r	NONE	Gelli Gandryll	"The prepositions ""i"" and ""o"" normally causes a soft mutation on Welsh names that follow it. However, mutations are blocked by the definite article"	Mae’r arddodiaid “i” ac “o” fel arfer yn rhoi treiglad meddal ar enwau Cymraeg sy’n dod ar eu hôl. Ond mae’r fannod bendant yn rhwystro’r treiglad			Generated
myn-de-p01-places	M-D-00155	Y Gelli Gandryll	Haye-on-Wye	PlaceName	Dw i’n byw yn y [ ].	I live in Haye-on-Wye	yn	NONE	y Gelli Gandryll	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00156	Y Gelli Gandryll	Haye-on-Wye	PlaceName	Dw i’n mynd i’r [ ].	I am going to Haye-on-Wye	i’r	NONE	Gelli Gandryll	"The prepositions ""i"" and ""o"" normally causes a soft mutation on Welsh names that follow it. However, mutations are blocked by the definite article"	Mae’r arddodiaid “i” ac “o” fel arfer yn rhoi treiglad meddal ar enwau Cymraeg sy’n dod ar eu hôl. Ond mae’r fannod bendant yn rhwystro’r treiglad			Generated
myn-de-p01-places	M-D-00157	Caergybi	Holyhead	PlaceName	Dw i’n dod o [ ].	I come from Holyhead	o	NONE	Caergybi	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00158	Caergybi	Holyhead	PlaceName	Dw i’n dod o [ ] yn wreiddiol.	I come from Holyhead originally	o	NONE	Caergybi	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Generated
myn-de-p01-places	M-D-00159	Caergybi	Holyhead	PlaceName	Dw i’n byw yng [ ].	I live in Holyhead	yng	NM	Nghaergybi	"The preposition “yn” (“in”) normally causes a nasal mutation on the word that follows it. With nasal mutation, C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar y gair sy’n ei ddilyn. Gyda’r treiglad trwynol, mae C yn mynd yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00160	Caergybi	Holyhead	PlaceName	Dw i’n mynd i [ ].	I am going to Holyhead	i	SM	Gaergybi	"The preposition “i” (“to”) normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. These changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F. "			Generated
myn-de-p01-places	M-D-00161	Treffynnon	Holywell	PlaceName	Dw i’n dod o [ ].	I come from Holywell	o	SM	Dreffynnon	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00162	Treffynnon	Holywell	PlaceName	Dw i’n dod o [ ] yn wreiddiol.	I come from Holywell originally	o	SM	Dreffynnon	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00163	Treffynnon	Holywell	PlaceName	Dw i’n byw yn [ ].	I live in Holywell	yn	NM	Nhreffynnon	"The preposition “yn” (“in”) normally causes a nasal mutation on the word that follows it. With nasal mutation, C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar y gair sy’n ei ddilyn. Gyda’r treiglad trwynol, mae C yn mynd yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00164	Treffynnon	Holywell	PlaceName	Dw i’n mynd i [ ].	I am going to Holywell	i	SM	Dreffynnon	"The preposition “i” (“to”) normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. These changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F. "		myn-de-u01-f016	Generated
myn-de-p01-places	M-D-00165	Cydweli	Kidwelly	PlaceName	Dw i’n dod o [ ].	I come from Kidwelly	o	SM	Gydweli	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00166	Cydweli	Kidwelly	PlaceName	Dw i’n dod o [ ] yn wreiddiol.	I come from Kidwelly originally	o	SM	Gydweli	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00167	Cydweli	Kidwelly	PlaceName	Dw i’n byw yng [ ].	I live in Kidwelly	yng	NM	Nghydweli	"The preposition “yn” (“in”) normally causes a nasal mutation on the word that follows it. With nasal mutation, C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar y gair sy’n ei ddilyn. Gyda’r treiglad trwynol, mae C yn mynd yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00168	Cydweli	Kidwelly	PlaceName	Dw i’n mynd i [ ].	I am going to Kidwelly	i	SM	Gydweli	"The preposition “i” (“to”) normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. These changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F. "		myn-de-u01-f016	Generated
myn-de-p01-places	M-D-00169	Tref-y-clawdd	Knighton	PlaceName	Dw i’n dod o [ ].	I come from Knighton	o	SM	Dref-y-clawdd	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00170	Tref-y-clawdd	Knighton	PlaceName	Dw i’n dod o [ ] yn wreiddiol.	I come from Knighton originally	o	SM	Dref-y-clawdd	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Generated
myn-de-p01-places	M-D-00171	Tref-y-clawdd	Knighton	PlaceName	Dw i’n byw yn [ ].	I live in Knighton	yn	NM	Nhref-y-clawdd	"The preposition “yn” (“in”) normally causes a nasal mutation on the word that follows it. With nasal mutation, C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar y gair sy’n ei ddilyn. Gyda’r treiglad trwynol, mae C yn mynd yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Generated
myn-de-p01-places	M-D-00172	Tref-y-clawdd	Knighton	PlaceName	Dw i’n mynd i [ ].	I am going to Knighton	i	SM	Dref-y-clawdd	"The preposition “i” (“to”) normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. These changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F. "		myn-de-u01-f016	Generated
myn-de-p01-places	M-D-00173	Llanbedr Pont Steffan	Lampeter	PlaceName	Dw i’n dod o [ ].	I come from Lampeter	o	SM	Lanbedr Pont Steffan	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Generated
